"CÓDIGO DA RECEITA","MÊS","DESCRIÇÃO RECEITA","UNIDADE GESTORA","CLASSIFICAÇÃO","VALOR DO MÊS (R$)","SALDO ATÉ MÊS (R$)"
"011120431","10","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","244668000.00"
"011120431","10","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","23771275.96","218960188.44"
"011120431","11","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","244668000.00"
"011120431","11","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","23895448.76","242855637.20"
"011120431","12","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","27893800.00","272561800.00"
"011120431","12","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","45798254.60","288653891.80"
"011120434","1","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","1179000.00","1179000.00"
"011120434","1","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","51380.80","51380.80"
"011120434","2","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","2","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","131818.83","183199.63"
"011120434","3","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","3","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","117495.39","300695.02"
"011120434","4","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","4","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","125711.57","426406.59"
"011120434","5","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","5","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","168106.96","594513.55"
"011120434","6","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","6","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","150201.18","744714.73"
"011120434","7","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","7","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","168899.47","913614.20"
"011120434","8","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","8","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","142875.64","1056489.84"
"011120434","9","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","9","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","138657.50","1195147.34"
"011120434","10","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","10","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","184294.20","1379441.54"
"011120434","11","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","11","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","129299.63","1508741.17"
"011120434","12","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1179000.00"
"011120434","12","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","317930.98","1826672.15"
"011120500","1","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","130642000.00","130642000.00"
"011120500","1","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","12002839.51","12002839.51"
"011120500","2","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","130642000.00"
"011120500","2","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","10420559.21","22423398.72"
"011120500","3","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","130642000.00"
"011120500","3","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","12272240.24","34695638.96"
"011120500","4","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","130642000.00"
"011120500","4","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","16810164.81","51505803.77"
"011120500","5","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","130642000.00"
"011120500","5","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","17996168.23","69501972.00"
"011120500","6","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","130642000.00"
"011120500","6","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","22163851.13","91665823.13"
"011120500","7","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","130642000.00"
"011120500","7","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","17813596.02","109479419.15"
"011120500","8","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","11164084.10","141806084.10"
"011120500","8","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","17829595.17","127309014.32"
"011120500","9","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","141806084.10"
"011120500","9","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","9215684.48","136524698.80"
"011120500","10","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","141806084.10"
"011120500","10","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","11591860.14","148116558.94"
"011120500","11","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","141806084.10"
"011120500","11","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","6869820.06","154986379.00"
"011120500","12","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","141806084.10"
"011120500","12","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","7721586.54","162707965.54"
"011120700","1","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","7735000.00","7735000.00"
"011120700","1","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","923727.94","923727.94"
"011120700","2","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","2","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","761953.24","1685681.18"
"011120700","3","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","3","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","976700.87","2662382.05"
"011120700","4","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","4","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1174054.55","3836436.60"
"011120700","5","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","5","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","931509.04","4767945.64"
"011120700","6","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","6","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","797764.87","5565710.51"
"011120700","7","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","7","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1122674.81","6688385.32"
"011120700","8","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","8","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1018732.57","7707117.89"
"011120700","9","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","9","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","712898.10","8420015.99"
"011120700","10","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","10","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1028876.17","9448892.16"
"011120700","11","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","7735000.00"
"011120700","11","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1114511.01","10563403.17"
"011120700","12","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","2765328.75","10500328.75"
"011120700","12","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1212543.71","11775946.88"
"011130201","1","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","3067398000.00","3067398000.00"
"011130201","1","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","271779581.32","271779581.32"
"011130201","2","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3067398000.00"
"011130201","2","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","254501693.57","526281274.89"
"011130201","3","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3067398000.00"
"011130201","3","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","257934287.80","784215562.69"
"011130201","4","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3067398000.00"
"011130201","4","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","245765803.34","1029981366.03"
"011130201","5","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3067398000.00"
"011130201","5","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","258904952.92","1288886318.95"
"011130201","6","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3067398000.00"
"011130201","6","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","264493743.91","1553380062.86"
"011130201","7","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3067398000.00"
"011130201","7","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","268529226.44","1821909289.30"
"011130201","8","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3067398000.00"
"011130201","8","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","262500198.37","2084409487.67"
"011130201","9","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3067398000.00"
"011130201","9","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","266155773.88","2350565261.55"
"011130201","10","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3067398000.00"
"011130201","10","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","281156307.83","2631721569.38"
"011130201","11","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","810000.00","3068208000.00"
"011130201","11","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","294649592.84","2926371162.22"
"011130201","12","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","158332390.01","3226540390.01"
"011130201","12","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","311066918.98","3237438081.20"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","PROJETO COOPERAR DO ESTADO DA PARAIBA","PREVISTA","1000000.00","1000000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","PREVISTA","500000.00","500000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONOMICO","PREVISTA","700000.00","700000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA EDUCACAO","PREVISTA","500000.00","500000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","PREVISTA","1778000.00","1778000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER","PREVISTA","400000.00","400000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA SAUDE","PREVISTA","500000.00","500000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","7362977.61","7362977.61"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO","PREVISTA","5000000.00","5000000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE A POBREZA","COMPANHIA ESTADUAL DE HABITACAO POPULAR","PREVISTA","5600000.00","5600000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAIBA","PREVISTA","1900000.00","1900000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMEPA - EMP. ESTADUAL DE PESQUISA AGRO. DA PARAIBA","PREVISTA","400000.00","400000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMPASA - EMP. PARAIBANA DE ABAST. E SERV. AGRICOLAS","PREVISTA","400000.00","400000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO DE ACAO COMUNITARIA","PREVISTA","40000000.00","40000000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE COMBATE E ERRADICACAO DA POBREZA NO ESTADO PB","PREVISTA","10042000.00","10042000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE DESENVOLVIMENTO AGROPECUARIO DO ESTADO DA PB","PREVISTA","3500000.00","3500000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","SUP. DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO","PREVISTA","800000.00","800000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","UNIVERSIDADE ESTADUAL DA PARAIBA","PREVISTA","500000.00","500000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","PROJETO COOPERAR DO ESTADO DA PARAIBA","PREVISTA","0.00","1000000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","PREVISTA","0.00","500000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONOMICO","PREVISTA","0.00","700000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA EDUCACAO","PREVISTA","0.00","500000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","PREVISTA","0.00","1778000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER","PREVISTA","0.00","400000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA SAUDE","PREVISTA","0.00","500000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","6744531.53","14107509.14"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO","PREVISTA","0.00","5000000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE A POBREZA","COMPANHIA ESTADUAL DE HABITACAO POPULAR","PREVISTA","0.00","5600000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAIBA","PREVISTA","0.00","1900000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMEPA - EMP. ESTADUAL DE PESQUISA AGRO. DA PARAIBA","PREVISTA","0.00","400000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMPASA - EMP. PARAIBANA DE ABAST. E SERV. AGRICOLAS","PREVISTA","0.00","400000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO DE ACAO COMUNITARIA","PREVISTA","0.00","40000000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE COMBATE E ERRADICACAO DA POBREZA NO ESTADO PB","PREVISTA","0.00","10042000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE DESENVOLVIMENTO AGROPECUARIO DO ESTADO DA PB","PREVISTA","0.00","3500000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","SUP. DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO","PREVISTA","0.00","800000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","UNIVERSIDADE ESTADUAL DA PARAIBA","PREVISTA","0.00","500000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","PROJETO COOPERAR DO ESTADO DA PARAIBA","PREVISTA","0.00","1000000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","PREVISTA","0.00","500000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONOMICO","PREVISTA","0.00","700000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA EDUCACAO","PREVISTA","0.00","500000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","PREVISTA","0.00","1778000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER","PREVISTA","0.00","400000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA SAUDE","PREVISTA","0.00","500000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","6584214.68","20691723.82"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO","PREVISTA","0.00","5000000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE A POBREZA","COMPANHIA ESTADUAL DE HABITACAO POPULAR","PREVISTA","0.00","5600000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAIBA","PREVISTA","0.00","1900000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMEPA - EMP. ESTADUAL DE PESQUISA AGRO. DA PARAIBA","PREVISTA","0.00","400000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMPASA - EMP. PARAIBANA DE ABAST. E SERV. AGRICOLAS","PREVISTA","0.00","400000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO DE ACAO COMUNITARIA","PREVISTA","0.00","40000000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE COMBATE E ERRADICACAO DA POBREZA NO ESTADO PB","PREVISTA","0.00","10042000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE DESENVOLVIMENTO AGROPECUARIO DO ESTADO DA PB","PREVISTA","0.00","3500000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","SUP. DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO","PREVISTA","0.00","800000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","UNIVERSIDADE ESTADUAL DA PARAIBA","PREVISTA","0.00","500000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","PROJETO COOPERAR DO ESTADO DA PARAIBA","PREVISTA","0.00","1000000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","PREVISTA","0.00","500000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONOMICO","PREVISTA","0.00","700000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA EDUCACAO","PREVISTA","0.00","500000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","PREVISTA","0.00","1778000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER","PREVISTA","0.00","400000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA SAUDE","PREVISTA","0.00","500000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","6395366.93","27087090.75"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO","PREVISTA","0.00","5000000.00"
"011130202","4","ADICIONAL ICMS-FDO EST.COMBATE A POBREZA","COMPANHIA ESTADUAL DE HABITACAO POPULAR","PREVISTA","0.00","5600000.00"
"011130202","4","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAIBA","PREVISTA","0.00","1900000.00"
"011130202","4","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMEPA - EMP. ESTADUAL DE PESQUISA AGRO. DA PARAIBA","PREVISTA","0.00","400000.00"
"011130202","4","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMPASA - EMP. PARAIBANA DE ABAST. E SERV. AGRICOLAS","PREVISTA","0.00","400000.00"
"011130202","4","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO DE ACAO COMUNITARIA","PREVISTA","0.00","40000000.00"
"011130202","4","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE COMBATE E ERRADICACAO DA POBREZA NO ESTADO PB","PREVISTA","0.00","10042000.00"
"011130202","4","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE DESENVOLVIMENTO AGROPECUARIO DO ESTADO DA PB","PREVISTA","0.00","3500000.00"
