"CÓDIGO DA RECEITA","MÊS","DESCRIÇÃO RECEITA","UNIDADE GESTORA","CLASSIFICAÇÃO","VALOR DO MÊS (R$)","SALDO ATÉ MÊS (R$)"
"011120431","9","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","4636556.86","377704963.67"
"011120431","9","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","32113288.27","258286610.19"
"011120431","10","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","14092991.00","391797954.67"
"011120431","10","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","28253767.20","286540377.39"
"011120431","11","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","391797954.67"
"011120431","11","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","27626403.88","314166781.27"
"011120431","12","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","2500.00","391800454.67"
"011120431","12","IRRF S/ OS REND. DO TRABALHO","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","57721175.00","371887956.27"
"011120434","1","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","3047000.00","3047000.00"
"011120434","1","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","73575.06","73575.06"
"011120434","2","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","2","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","533694.31","607269.37"
"011120434","3","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","3","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","211443.92","818713.29"
"011120434","4","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","4","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","196442.04","1015155.33"
"011120434","5","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","5","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","181046.21","1196201.54"
"011120434","6","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","6","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","215143.23","1411344.77"
"011120434","7","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","7","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","201893.89","1613238.66"
"011120434","8","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","8","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","207664.43","1820903.09"
"011120434","9","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","9","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","175393.84","1996296.93"
"011120434","10","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","10","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","213500.04","2209796.97"
"011120434","11","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","11","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","219226.03","2429023.00"
"011120434","12","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3047000.00"
"011120434","12","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","326028.02","2755051.02"
"011120500","1","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","186464000.00","186464000.00"
"011120500","1","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","16401788.59","16401788.59"
"011120500","2","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","186464000.00"
"011120500","2","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","12463266.31","28865054.90"
"011120500","3","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","186464000.00"
"011120500","3","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","23311249.05","52176303.95"
"011120500","4","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","186464000.00"
"011120500","4","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","26457338.56","78633642.51"
"011120500","5","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","186464000.00"
"011120500","5","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","26159240.56","104792883.07"
"011120500","6","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","186464000.00"
"011120500","6","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","22144299.34","126937182.41"
"011120500","7","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","2460967.50","188924967.50"
"011120500","7","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","22967722.94","149904905.35"
"011120500","8","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","6481866.90","195406834.40"
"011120500","8","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","18178887.06","168083792.41"
"011120500","9","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","5450000.00","200856834.40"
"011120500","9","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","14942611.17","183026403.58"
"011120500","10","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","200856834.40"
"011120500","10","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","10903807.88","193930211.46"
"011120500","11","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","200856834.40"
"011120500","11","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","6867761.90","200797973.36"
"011120500","12","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","200856834.40"
"011120500","12","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","6855702.63","207653675.99"
"011120700","1","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","13078000.00","13078000.00"
"011120700","1","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1984121.28","1984121.28"
"011120700","2","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","13078000.00"
"011120700","2","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1753994.70","3738115.98"
"011120700","3","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","13078000.00"
"011120700","3","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1626916.31","5365032.29"
"011120700","4","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","13078000.00"
"011120700","4","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1362084.56","6727116.85"
"011120700","5","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","13078000.00"
"011120700","5","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1469069.65","8196186.50"
"011120700","6","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","13078000.00"
"011120700","6","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1758632.15","9954818.65"
"011120700","7","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","7723354.95","20801354.95"
"011120700","7","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1980022.43","11934841.08"
"011120700","8","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","4636613.43","25437968.38"
"011120700","8","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1514226.02","13449067.10"
"011120700","9","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","181250.00","25619218.38"
"011120700","9","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1709104.39","15158171.49"
"011120700","10","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","87500.00","25706718.38"
"011120700","10","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1982488.26","17140659.75"
"011120700","11","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","8977.76","25715696.14"
"011120700","11","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1891361.89","19032021.64"
"011120700","12","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","25715696.14"
"011120700","12","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","2122756.34","21154777.98"
"011130201","1","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","3934434000.00","3934434000.00"
"011130201","1","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","372931254.58","372931254.58"
"011130201","2","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3934434000.00"
"011130201","2","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","331028812.80","703960067.38"
"011130201","3","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3934434000.00"
"011130201","3","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","339126328.50","1043086395.88"
"011130201","4","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3934434000.00"
"011130201","4","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","332917708.49","1376004104.37"
"011130201","5","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3934434000.00"
"011130201","5","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","363870478.20","1739874582.57"
"011130201","6","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3934434000.00"
"011130201","6","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","347055259.84","2086929842.41"
"011130201","7","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3934434000.00"
"011130201","7","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","330221536.63","2417151379.04"
"011130201","8","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3934434000.00"
"011130201","8","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","336834331.90","2753985710.94"
"011130201","9","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","20666666.67","3955100666.67"
"011130201","9","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","352594448.92","3106580159.86"
"011130201","10","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","138843388.53","4093944055.20"
"011130201","10","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","371058614.71","3477638774.57"
"011130201","11","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","56400624.75","4150344679.95"
"011130201","11","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","390656462.62","3868295237.19"
"011130201","12","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","1125000.00","4151469679.95"
"011130201","12","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","378019023.56","4246314260.75"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","95108000.00","95108000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","9114403.34","9114403.34"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","95108000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8807965.85","17922369.19"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","3301025.21","98409025.21"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8609250.13","26531619.32"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","1379234.48","99788259.69"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8635583.04","35167202.36"
"011130202","5","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","223468.01","100011727.70"
"011130202","5","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8184663.65","43351866.01"
"011130202","6","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","4912024.50","104923752.20"
"011130202","6","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8478883.63","51830749.64"
"011130202","7","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","1426556.51","106350308.71"
"011130202","7","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8915509.11","60746258.75"
"011130202","8","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","106350308.71"
"011130202","8","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8451747.70","69198006.45"
"011130202","9","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","106350308.71"
"011130202","9","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","7852128.73","77050135.18"
"011130202","10","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","106350308.71"
"011130202","10","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8761367.62","85811502.80"
"011130202","11","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","106350308.71"
"011130202","11","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","9568858.48","95380361.28"
"011130202","12","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","106350308.71"
"011130202","12","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8646309.28","104026670.56"
"011211700","1","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","1083000.00","1083000.00"
"011211700","1","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","34167.18","34167.18"
"011211700","2","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","2","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","102733.39","136900.57"
"011211700","3","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","3","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","214548.86","351449.43"
"011211700","4","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","4","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","181022.51","532471.94"
"011211700","5","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","5","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","80748.58","613220.52"
"011211700","6","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","6","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","41268.23","654488.75"
"011211700","7","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","7","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","35171.33","689660.08"
"011211700","8","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","8","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","34972.02","724632.10"
"011211700","9","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","9","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","34009.95","758642.05"
"011211700","10","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","10","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","39741.75","798383.80"
"011211700","11","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","11","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","23163.47","821547.27"
"011211700","12","TAXA FISCALIZACAO DE VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","PREVISTA","0.00","1083000.00"
"011211700","12","TAXA FISCALIZACAO VIGILANCIA SANITARIA","AGENCIA ESTADUAL DE VIGILANCIA SANITARIA","RECEBIDA","19371.34","840918.61"
"011212100","1","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","8200000.00","8200000.00"
"011212100","1","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","872806.96","872806.96"
"011212100","2","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","2","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","544443.97","1417250.93"
"011212100","3","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","3","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","754989.25","2172240.18"
"011212100","4","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","4","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","692015.28","2864255.46"
"011212100","5","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","5","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","769642.52","3633897.98"
"011212100","6","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","6","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","659791.09","4293689.07"
"011212100","7","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","7","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","868109.45","5161798.52"
"011212100","8","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","8","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","870473.32","6032271.84"
"011212100","9","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","9","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","943319.30","6975591.14"
"011212100","10","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","10","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","949132.89","7924724.03"
"011212100","11","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","11","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","718549.70","8643273.73"
"011212100","12","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","PREVISTA","0.00","8200000.00"
"011212100","12","TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL","SUPERINTENDENCIA DE ADMINISTRACAO DO MEIO AMBIENTE","RECEBIDA","996733.71","9640007.44"
