"Código da Unidade Gestora","Unidade Gestora","Código do Subelemento de Despesas","Subelemento de Despesa","Código da Função","Função","Código da Subfunção","Subfunção","Código do Programa","Programa","Código do Projeto Atividade","Projeto Atividade","Código da Natureza da Despesa","Natureza da despesa","Código da Fonte de Recurso","Fonte de Recursos","Código do Grupo de Despesas","Grupo de Despesas","Código da Unidade Orçamentária","Unidade Orçamentária","EXECUTADA (R$)","REALIZADA (R$)","SALDO A PAGAR (R$)"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","28","MATERIAL PARA COPA E COZINHA","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","96.60","96.60","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","69","SUPRIMENTO DE FUNDOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","4990.31","4990.31","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTROS MATERIAIS DE CONSUMO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","7313.88","7313.88","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","PASSAGENS AEREAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903300","PASSAGENS E DESPESAS COM LOCOMOCAO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","96211.71","96211.71","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2","PASSAGENS TERRESTRE","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903300","PASSAGENS E DESPESAS COM LOCOMOCAO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","9079.34","9079.34","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","10","SERV TECNICO PROFISSIONAIS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903600","OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","4070.00","4070.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","90","SUPRIMENTOS DE FUNDOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903600","OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","1995.00","1995.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","AGUA E ESGOTO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","0.00","0.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","6","SUPRIMENTO DE FUNDOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","969.70","969.70","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","13","LOCACAO DE MOVEIS MAQUINAS E EQUIPAMENTOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","8733.05","8733.05","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","14","LOCACAO DE VEICULOS E AERONAVES","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","1600.00","1600.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","17","RECEPCOES E HOSPEDAGENS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","27587.50","27587.50","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","20","FORNECIMENTO DE ALIMENTACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","281.00","281.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","34","DECORACAO E ORNAMENTACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","4500.00","4500.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","38","SINALIZACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","353.00","353.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","46","ASSINATURA DE JORNAIS E REVISTAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","418.80","418.80","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","47","FILMAGEM FOTOGRAFIA E SOM","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","5000.00","5000.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","52","CONFECCAO DE BANDEIRAS E FLAMULAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","400.00","400.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","55","SERVICOS TECNICOS PROFISSIONAIS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","950.00","950.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","67","DESPESAS COM VIAGENS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","826.79","826.79","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","83","MANUT DE EQUIP DE TECNOLOGIA DA INF","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","6300.00","6300.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","92","SERVICOS DE DEDETIZACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","600.00","600.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","94","MANUTENCAO DE AR CONDICIONADO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","7500.00","7500.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","98","CONFECCAO DE MATERIAIS GRAFICOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","5000.00","5000.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTROS SERVICOS DE TERCEIROS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","32720.38","32020.38","700.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTATIVAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33904700","OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","3280.00","3280.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","46","ASSINATURAS DE JORNAIS E REVISTAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","400.00","400.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","57","PUBLICACAO DE EDITAIS E ATAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","6894.90","6894.90","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","61","SEGURO E LICENCIAMENTO DE VEICULOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","76.88","76.88","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTROS SERVICOS DE TERCEIROS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","92713.60","92713.60","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","9","EQUIP E UTENSILIOS PARA ESCRITORIO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","44905200","EQUIPAMENTOS E MATERIAL PERMANENTE","00","RECURSOS PROPRIOS DO ESTADO","14","INVESTIMENTOS","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","5504.00","5504.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","20","MOBILIARIO EM GERAL","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","44905200","EQUIPAMENTOS E MATERIAL PERMANENTE","00","RECURSOS PROPRIOS DO ESTADO","14","INVESTIMENTOS","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","0.00","0.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","80","EQUIPAMENTOS PARA TECNOLOGIA DA INFORMACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","APOIO ADMINISTRATIVO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","44905200","EQUIPAMENTOS E MATERIAL PERMANENTE","00","RECURSOS PROPRIOS DO ESTADO","14","INVESTIMENTOS","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","7945.00","7945.00","0.00"
