"Código da Unidade Gestora","Unidade Gestora","Código do Subelemento de Despesas","Subelemento de Despesa","Código da Função","Função","Código da Subfunção","Subfunção","Código do Programa","Programa","Código do Projeto Atividade","Projeto Atividade","Código da Natureza da Despesa","Natureza da despesa","Código da Fonte de Recurso","Fonte de Recursos","Código do Grupo de Despesas","Grupo de Despesas","Código da Unidade Orçamentária","Unidade Orçamentária","EXECUTADA (R$)","REALIZADA (R$)","SALDO A PAGAR (R$)"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","24","REPAROS CONSERVACAO DE MOVEIS E EQUIPAMENTOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","650.00","650.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","37","VIGILANCIA E SEGURANCA","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","0.00","0.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","46","ASSINATURA DE JORNAIS E REVISTAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","418.80","418.80","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","48","LIMPEZA EM GERAL","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2400.00","2400.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","83","MANUT DE EQUIP DE TECNOLOGIA DA INF","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1428.00","1428.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","84","INST DE INFRA EST DE REDES DE COMPUTADORES","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","15875.00","15875.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","90","PROCESSAMENTOS DE DADOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","156.92","156.92","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","92","SERVICOS DE DEDETIZACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","5115.00","5115.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","96","CONFECCAO DE IMPRESSOS EM GERAL","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1135.00","1135.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","98","CONFECCAO DE MATERIAIS GRAFICOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","3620.00","3620.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTROS SERVICOS DE TERCEIROS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","4045.00","4045.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTATIVAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33904700","OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","67.63","67.63","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","46","ASSINATURAS DE JORNAIS E REVISTAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","400.00","400.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","57","PUBLICACAO DE EDITAIS E ATAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","30826.00","30826.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","61","SEGURO E LICENCIAMENTO DE VEICULOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","663.36","663.36","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","6","VENTILADORES E EQUIPAMENTOS DE REFRIGERACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","44905200","EQUIPAMENTOS E MATERIAL PERMANENTE","100","RECURSOS ORDINARIOS","14","INVESTIMENTOS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1100.00","1100.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","7","APARELHOS E UTENSILIOS TIPO DOMESTICO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","44905200","EQUIPAMENTOS E MATERIAL PERMANENTE","100","RECURSOS ORDINARIOS","14","INVESTIMENTOS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1600.00","1600.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","12","EQUIPAMENTOS DE PROTECAO SEG E SOCORRO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","44905200","EQUIPAMENTOS E MATERIAL PERMANENTE","100","RECURSOS ORDINARIOS","14","INVESTIMENTOS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2850.00","2850.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","SALARIO FAMILIA ATIVO CIVIL","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31900900","SALARIO-FAMILIA","100","RECURSOS ORDINARIOS","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","49.32","49.32","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","VENCIMENTOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31901100","VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL","100","RECURSOS ORDINARIOS","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1183320.04","1183320.04","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","10","DECIMO TERCEIRO SALARIO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31901100","VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL","100","RECURSOS ORDINARIOS","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","89552.95","89552.95","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2","CONTRIBUICOES AO INSS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31901300","OBRIGACOES PATRONAIS","101","COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS","21","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","207410.91","191517.74","15893.17"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","CONTRIBUICOES AO SUPSEC","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31911300","OBRIGACOES PATRONAIS","100","RECURSOS ORDINARIOS","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","4631.82","4631.82","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2","CONTRIBUICOES AO INSS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31911300","OBRIGACOES PATRONAIS","100","RECURSOS ORDINARIOS","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2347.84","2347.84","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","6","CONTRIBUICOES DA PBPREV","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31911300","OBRIGACOES PATRONAIS","100","RECURSOS ORDINARIOS","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","44862.74","44862.74","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","26","VALE REFEICAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4221","VALE REFEICAO/ALIMENTACAO E AUXILIO ALIMENTACAO","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","78540.00","78540.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","AUXILIO ALIMENTACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4221","VALE REFEICAO/ALIMENTACAO E AUXILIO ALIMENTACAO","33904600","AUXILIO-ALIMENTACAO","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","7140.00","7140.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2","GENEROS DE ALIMENTOS","14","DIREITOS DA CIDADANIA","422","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","5040","EQUIDADE DE GENERO, RACA/ETNIA E DIVERSIDADE HUMANA","4587","ATENCAO A MULHER, POPULACAO NEGRA E LGBT EM SITUACAO DE VIOLENCIA","33903000","MATERIAL DE CONSUMO","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","69995.58","69995.58","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","8","GAS ENGARRAFO PARA COZINHA","14","DIREITOS DA CIDADANIA","422","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","5040","EQUIDADE DE GENERO, RACA/ETNIA E DIVERSIDADE HUMANA","4587","ATENCAO A MULHER, POPULACAO NEGRA E LGBT EM SITUACAO DE VIOLENCIA","33903000","MATERIAL DE CONSUMO","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1160.00","1160.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","9","MATERIAL PARA LIMPEZA CONSERVACAO E HIGIENE","14","DIREITOS DA CIDADANIA","422","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","5040","EQUIDADE DE GENERO, RACA/ETNIA E DIVERSIDADE HUMANA","4587","ATENCAO A MULHER, POPULACAO NEGRA E LGBT EM SITUACAO DE VIOLENCIA","33903000","MATERIAL DE CONSUMO","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","6656.44","6656.44","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","13","MATERIAL PARA INSTALACAO ELETRICA E ELETRONICA","14","DIREITOS DA CIDADANIA","422","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","5040","EQUIDADE DE GENERO, RACA/ETNIA E DIVERSIDADE HUMANA","4587","ATENCAO A MULHER, POPULACAO NEGRA E LGBT EM SITUACAO DE VIOLENCIA","33903000","MATERIAL DE CONSUMO","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","6970.21","6970.21","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","37","AGUA MINERAL","14","DIREITOS DA CIDADANIA","422","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","5040","EQUIDADE DE GENERO, RACA/ETNIA E DIVERSIDADE HUMANA","4587","ATENCAO A MULHER, POPULACAO NEGRA E LGBT EM SITUACAO DE VIOLENCIA","33903000","MATERIAL DE CONSUMO","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","3809.97","3809.97","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","81","MATERIAL PARA TEC DA INFORMACAO","14","DIREITOS DA CIDADANIA","422","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","5040","EQUIDADE DE GENERO, RACA/ETNIA E DIVERSIDADE HUMANA","4587","ATENCAO A MULHER, POPULACAO NEGRA E LGBT EM SITUACAO DE VIOLENCIA","33903000","MATERIAL DE CONSUMO","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2610.00","2610.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","PREMIACOES CULTURAIS ARTISTICAS CIENTIFICAS DESPORTIVA","14","DIREITOS DA CIDADANIA","422","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","5040","EQUIDADE DE GENERO, RACA/ETNIA E DIVERSIDADE HUMANA","4587","ATENCAO A MULHER, POPULACAO NEGRA E LGBT EM SITUACAO DE VIOLENCIA","33903100","PREMIACOES CULTURAIS, ARTISTICAS, CIENTIFICAS, DESPORTIVAS E OUTRAS","100","RECURSOS ORDINARIOS","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","3250.00","3250.00","0.00"
