"Código da Unidade Gestora","Unidade Gestora","Código do Subelemento de Despesas","Subelemento de Despesa","Código da Função","Função","Código da Subfunção","Subfunção","Código do Programa","Programa","Código do Projeto Atividade","Projeto Atividade","Código da Natureza da Despesa","Natureza da despesa","Código da Fonte de Recurso","Fonte de Recursos","Código do Grupo de Despesas","Grupo de Despesas","Código da Unidade Orçamentária","Unidade Orçamentária","EXECUTADA (R$)","REALIZADA (R$)","SALDO A PAGAR (R$)"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","24","REPAROS CONSERVACAO DE MOVEIS E EQUIPAMENTOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","700.00","700.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","25","REPAROS E MANUTENCAO DE VEICULOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","250.00","250.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","37","VIGILANCIA E SEGURANCA","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","6900.00","0.00","6900.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","39","PASSAGENS TRANSP DE PESSOAS E BAGAGENS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","3668.93","3668.93","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","46","ASSINATURA DE JORNAIS E REVISTAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","418.80","418.80","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","66","EVENTOS ARTISTICOS E CULTURAIS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1000.00","0.00","1000.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","83","MANUT DE EQUIP DE TECNOLOGIA DA INF","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","7850.00","7850.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","84","INST DE INFRA EST DE REDES DE COMPUTADORES","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2500.00","2500.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","92","SERVICOS DE DEDETIZACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","3300.00","3300.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","98","CONFECCAO DE MATERIAIS GRAFICOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","4621.00","4621.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTROS SERVICOS DE TERCEIROS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","83196.00","82296.00","900.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTATIVAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33904700","OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","8064.05","8064.05","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","AGUA E ESGOTO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","602.00","602.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","46","ASSINATURAS DE JORNAIS E REVISTAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","400.00","400.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","57","PUBLICACAO DE EDITAIS E ATAS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","7765.30","7765.30","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","61","SEGURO E LICENCIAMENTO DE VEICULOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","816.33","816.33","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTROS SERVICOS DE TERCEIROS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33913900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","198.24","198.24","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","6","VENTILADORES E EQUIPAMENTOS DE REFRIGERACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","44905200","EQUIPAMENTOS E MATERIAL PERMANENTE","00","RECURSOS PROPRIOS DO ESTADO","14","INVESTIMENTOS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","3420.00","3420.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","80","EQUIPAMENTOS PARA TECNOLOGIA DA INFORMACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","44905200","EQUIPAMENTOS E MATERIAL PERMANENTE","00","RECURSOS PROPRIOS DO ESTADO","14","INVESTIMENTOS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","8760.00","8760.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","SALARIO FAMILIA ATIVO CIVIL","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31900900","SALARIO-FAMILIA","00","RECURSOS PROPRIOS DO ESTADO","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","233.60","233.60","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","99","OUTROS SALARIOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31900900","SALARIO-FAMILIA","00","RECURSOS PROPRIOS DO ESTADO","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","70.08","70.08","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","VENCIMENTOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31901100","VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL","00","RECURSOS PROPRIOS DO ESTADO","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1080168.31","1080168.31","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","10","DECIMO TERCEIRO SALARIO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31901100","VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL","00","RECURSOS PROPRIOS DO ESTADO","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","97712.94","97712.94","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","17","FOLHA DE PAGAMENTO DE PESSOAL","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31901100","VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL","00","RECURSOS PROPRIOS DO ESTADO","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","102212.71","102212.71","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","CONTRIBUICOES AO SUPSEC","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31901300","OBRIGACOES PATRONAIS","01","COTA-PARTE DO FUNDO DE PARTI DOS ESTADOS","21","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","169754.17","169754.17","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2","CONTRIBUICOES AO INSS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31901300","OBRIGACOES PATRONAIS","01","COTA-PARTE DO FUNDO DE PARTI DOS ESTADOS","21","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","17306.71","0.00","17306.71"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","CONTRIBUICOES AO SUPSEC","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31911300","OBRIGACOES PATRONAIS","00","RECURSOS PROPRIOS DO ESTADO","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","60447.05","60447.05","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","6","CONTRIBUICOES DA PBPREV","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4217","ENCARGOS COM PESSOAL ATIVO","31911300","OBRIGACOES PATRONAIS","00","RECURSOS PROPRIOS DO ESTADO","11","PESSOAL E ENCARGOS SOCIAIS","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","5252.43","5252.43","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","26","VALE REFEICAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4221","VALE REFEICAO/ALIMENTACAO E AUXILIO ALIMENTACAO","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","45062.16","45062.16","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","36","CONTRIB DO INSS E FGTS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4221","VALE REFEICAO/ALIMENTACAO E AUXILIO ALIMENTACAO","33903900","OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","7920.00","7920.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","AUXILIO ALIMENTACAO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4221","VALE REFEICAO/ALIMENTACAO E AUXILIO ALIMENTACAO","33904600","AUXILIO-ALIMENTACAO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","7020.00","7020.00","0.00"
