"CÓDIGO DA RECEITA","MÊS","DESCRIÇÃO RECEITA","UNIDADE GESTORA","CLASSIFICAÇÃO","VALOR DO MÊS (R$)","SALDO ATÉ MÊS (R$)"
"011120434","2","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","175617.85","494380.72"
"011120434","3","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","3","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","335685.35","830066.07"
"011120434","4","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","4","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","340186.37","1170252.44"
"011120434","5","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","5","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","185168.00","1355420.44"
"011120434","6","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","6","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","464562.02","1819982.46"
"011120434","7","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","7","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","203356.00","2023338.46"
"011120434","8","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","8","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","182081.54","2205420.00"
"011120434","9","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","9","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","128079.22","2333499.22"
"011120434","10","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","10","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","204896.18","2538395.40"
"011120434","11","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","11","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","234340.67","2772736.07"
"011120434","12","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","1571000.00"
"011120434","12","IRRF S/ OUTROS RENDIMENTOS","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","390043.64","3162779.71"
"011120500","1","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","153245000.00","153245000.00"
"011120500","1","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","11803609.72","11803609.72"
"011120500","2","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","2","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","18448080.65","30251690.37"
"011120500","3","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","3","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","17896697.29","48148387.66"
"011120500","4","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","4","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","23220502.94","71368890.60"
"011120500","5","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","5","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","23310885.95","94679776.55"
"011120500","6","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","6","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","17377199.11","112056975.66"
"011120500","7","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","7","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","20091727.96","132148703.62"
"011120500","8","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","8","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","17037562.96","149186266.58"
"011120500","9","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","9","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","12861252.53","162047519.11"
"011120500","10","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","10","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","12946468.46","174993987.57"
"011120500","11","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","11","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","5741407.25","180735394.82"
"011120500","12","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","153245000.00"
"011120500","12","I P V A","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","2320440.97","183055835.79"
"011120700","1","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","9298000.00","9298000.00"
"011120700","1","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1004221.32","1004221.32"
"011120700","2","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","2","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1540724.99","2544946.31"
"011120700","3","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","3","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","750345.97","3295292.28"
"011120700","4","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","4","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1105290.37","4400582.65"
"011120700","5","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","5","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","993481.65","5394064.30"
"011120700","6","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","6","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","651092.85","6045157.15"
"011120700","7","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","7","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1210993.87","7256151.02"
"011120700","8","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","8","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","809409.94","8065560.96"
"011120700","9","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","9","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1355333.76","9420894.72"
"011120700","10","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","10","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1875112.01","11296006.73"
"011120700","11","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","9298000.00"
"011120700","11","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1977274.63","13273281.36"
"011120700","12","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","393750.00","9691750.00"
"011120700","12","I T C D","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","1986802.91","15260084.27"
"011130201","1","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","3194443000.00","3194443000.00"
"011130201","1","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","343563056.45","343563056.45"
"011130201","2","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","2","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","305641751.14","649204807.59"
"011130201","3","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","3","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","264502419.53","913707227.12"
"011130201","4","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","4","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","300942015.83","1214649242.95"
"011130201","5","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","5","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","303621355.96","1518270598.91"
"011130201","6","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","6","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","316740159.67","1835010758.58"
"011130201","7","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","7","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","338046220.68","2173056979.26"
"011130201","8","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","8","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","304309137.17","2477366116.43"
"011130201","9","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","9","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","308712609.52","2786078725.95"
"011130201","10","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","10","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","313776620.31","3099855346.26"
"011130201","11","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","0.00","3194443000.00"
"011130201","11","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","331221522.29","3431076868.55"
"011130201","12","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","PREVISTA","392721666.67","3587164666.67"
"011130201","12","I C M S","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","330717328.76","3761794197.31"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","FUNDO ESTADUAL DA CRIANCA E DO ADOLESCENTE","PREVISTA","400000.00","400000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","FUNDO ESTADUAL DE ASSISTENCIA SOCIAL","PREVISTA","300000.00","300000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","PROJETO COOPERAR DO ESTADO DA PARAIBA","PREVISTA","800000.00","800000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","PREVISTA","600000.00","600000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONOMICO","PREVISTA","800000.00","800000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA EDUCACAO","PREVISTA","500000.00","500000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","PREVISTA","1000000.00","1000000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER","PREVISTA","500000.00","500000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA SAUDE","PREVISTA","500000.00","500000.00"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","8414649.54","8414649.54"
"011130202","1","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO","PREVISTA","5000000.00","5000000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE A POBREZA","COMPANHIA ESTADUAL DE HABITACAO POPULAR","PREVISTA","3800000.00","3800000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAIBA","PREVISTA","2900000.00","2900000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMEPA - EMP. ESTADUAL DE PESQUISA AGRO. DA PARAIBA","PREVISTA","1000000.00","1000000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMPASA - EMP. PARAIBANA DE ABAST. E SERV. AGRICOLAS","PREVISTA","1000000.00","1000000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUND DESENV CRIANCA E ADOLESCENTE ALICE ALMEIDA","PREVISTA","300000.00","300000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO CENTRO INTEGR. DE APOIO AO POR. DE DEFICIENCIA","PREVISTA","400000.00","400000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO DE ACAO COMUNITARIA","PREVISTA","43000000.00","43000000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE COMBATE E ERRADICACAO DA POBREZA NO ESTADO PB","PREVISTA","8865000.00","8865000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE DESENVOLVIMENTO AGROPECUARIO DO ESTADO DA PB","PREVISTA","4000000.00","4000000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","SUP. DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO","PREVISTA","400000.00","400000.00"
"011130202","1","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","UNIVERSIDADE ESTADUAL DA PARAIBA","PREVISTA","500000.00","500000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","FUNDO ESTADUAL DA CRIANCA E DO ADOLESCENTE","PREVISTA","0.00","400000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","FUNDO ESTADUAL DE ASSISTENCIA SOCIAL","PREVISTA","0.00","300000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","PROJETO COOPERAR DO ESTADO DA PARAIBA","PREVISTA","0.00","800000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","PREVISTA","0.00","600000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONOMICO","PREVISTA","0.00","800000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA EDUCACAO","PREVISTA","0.00","500000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","PREVISTA","0.00","1000000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER","PREVISTA","0.00","500000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA SAUDE","PREVISTA","0.00","500000.00"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","7780569.54","16195219.08"
"011130202","2","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO","PREVISTA","0.00","5000000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE A POBREZA","COMPANHIA ESTADUAL DE HABITACAO POPULAR","PREVISTA","0.00","3800000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAIBA","PREVISTA","0.00","2900000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMEPA - EMP. ESTADUAL DE PESQUISA AGRO. DA PARAIBA","PREVISTA","0.00","1000000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMPASA - EMP. PARAIBANA DE ABAST. E SERV. AGRICOLAS","PREVISTA","0.00","1000000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUND DESENV CRIANCA E ADOLESCENTE ALICE ALMEIDA","PREVISTA","0.00","300000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO CENTRO INTEGR. DE APOIO AO POR. DE DEFICIENCIA","PREVISTA","0.00","400000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO DE ACAO COMUNITARIA","PREVISTA","0.00","43000000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE COMBATE E ERRADICACAO DA POBREZA NO ESTADO PB","PREVISTA","0.00","8865000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE DESENVOLVIMENTO AGROPECUARIO DO ESTADO DA PB","PREVISTA","0.00","4000000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","SUP. DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO","PREVISTA","0.00","400000.00"
"011130202","2","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","UNIVERSIDADE ESTADUAL DA PARAIBA","PREVISTA","0.00","500000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","FUNDO ESTADUAL DA CRIANCA E DO ADOLESCENTE","PREVISTA","0.00","400000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","FUNDO ESTADUAL DE ASSISTENCIA SOCIAL","PREVISTA","0.00","300000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","PROJETO COOPERAR DO ESTADO DA PARAIBA","PREVISTA","0.00","800000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","PREVISTA","0.00","600000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONOMICO","PREVISTA","0.00","800000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA EDUCACAO","PREVISTA","0.00","500000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","PREVISTA","0.00","1000000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER","PREVISTA","0.00","500000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DA SAUDE","PREVISTA","0.00","500000.00"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DAS FINANCAS","RECEBIDA","6762654.27","22957873.35"
"011130202","3","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO","PREVISTA","0.00","5000000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE A POBREZA","COMPANHIA ESTADUAL DE HABITACAO POPULAR","PREVISTA","0.00","3800000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAIBA","PREVISTA","0.00","2900000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMEPA - EMP. ESTADUAL DE PESQUISA AGRO. DA PARAIBA","PREVISTA","0.00","1000000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","EMPASA - EMP. PARAIBANA DE ABAST. E SERV. AGRICOLAS","PREVISTA","0.00","1000000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUND DESENV CRIANCA E ADOLESCENTE ALICE ALMEIDA","PREVISTA","0.00","300000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO CENTRO INTEGR. DE APOIO AO POR. DE DEFICIENCIA","PREVISTA","0.00","400000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDACAO DE ACAO COMUNITARIA","PREVISTA","0.00","43000000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE COMBATE E ERRADICACAO DA POBREZA NO ESTADO PB","PREVISTA","0.00","8865000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","FUNDO DE DESENVOLVIMENTO AGROPECUARIO DO ESTADO DA PB","PREVISTA","0.00","4000000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","SUP. DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO","PREVISTA","0.00","400000.00"
"011130202","3","ADICIONAL ICMS-FDO EST.COMBATE POBREZA/FUNCEP","UNIVERSIDADE ESTADUAL DA PARAIBA","PREVISTA","0.00","500000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","FUNDO ESTADUAL DA CRIANCA E DO ADOLESCENTE","PREVISTA","0.00","400000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","FUNDO ESTADUAL DE ASSISTENCIA SOCIAL","PREVISTA","0.00","300000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","PROJETO COOPERAR DO ESTADO DA PARAIBA","PREVISTA","0.00","800000.00"
"011130202","4","ADICIONAL ICMS-FDO EST. COMBATE A POBREZA","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","PREVISTA","0.00","600000.00"
